age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes_x,u_feedLifeCycle_x,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle_y,u_refreshTimes_y,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label_y,cillabel,pro,label_x
3,2,30,278,5,17,2,20,345,2235,8,38,5,17,10,17,11,17,5,-16,204,6,0,10,11,544,7,2,1,-1,-1,0,0
7,2,33,170,2,16,5,12,98,1879,8,41,9,17,10,17,14,17,4,-3,213,0,8,13,11,543,6,2,0,1,-1,0,0
3,2,26,278,2,22,5,10,296,1027,8,18,5,17,10,17,14,17,6,1501,131,3,0,11,19,553,2,1,1,-1,-1,0,0
2,2,18,234,4,27,6,19,158,2360,8,40,7,11,16,17,13,11,2,-7,24,2,1,11,19,1474,7,1,1,-1,-1,0,0
5,2,35,265,2,33,6,19,148,2132,8,53,0,16,15,16,16,16,0,-27,207,0,0,13,19,1055,6,8,1,-1,-1,0,0
6,2,45,426,2,16,2,22,296,2694,8,45,9,17,10,17,14,17,9,2692,78,0,0,13,11,1472,15,2,0,-1,-1,0,0
7,2,20,169,4,34,6,28,278,1040,8,52,0,16,15,11,15,16,0,1,100,0,0,13,11,1344,7,1,1,-1,-1,0,0
5,2,17,143,2,34,7,19,220,2105,8,46,0,16,15,16,16,16,0,8,98,0,8,13,19,622,6,8,1,-1,-1,0,0
3,2,45,359,2,34,6,28,299,1418,8,54,0,10,13,16,10,17,2,-8,114,1,9,13,19,679,12,1,1,-1,-1,0,0
3,4,26,178,2,32,2,21,128,1669,8,35,9,17,14,17,14,17,9,-1,95,1,0,13,19,1022,4,2,0,-1,-1,0,0
6,2,33,294,2,17,5,21,234,2142,8,49,9,17,10,17,14,17,6,2206,33,0,0,13,11,1345,7,2,0,1,-1,0,0
8,2,30,130,4,16,4,24,129,1602,8,37,8,17,14,17,10,17,6,-11,38,0,2,13,19,793,6,1,0,-1,-1,0,0
3,2,27,101,5,16,2,21,165,1798,8,52,4,17,10,17,11,17,8,-15,6,9,0,12,19,1118,19,1,0,-1,-1,0,0
8,2,18,339,4,30,5,21,308,2105,8,60,2,11,13,17,14,17,6,-6,98,0,6,11,11,832,2,1,1,-1,-1,0,0
7,2,44,289,2,28,7,21,269,2214,8,60,6,11,16,16,15,17,0,-2,53,0,2,13,19,1386,6,1,1,-1,-1,0,0
3,2,30,140,2,34,6,20,311,2104,8,39,6,17,16,17,13,17,2,-10,205,7,0,11,19,1121,6,1,1,-1,-1,0,0
8,2,42,287,2,13,6,11,146,1989,8,18,0,16,16,17,15,17,4,9,65,9,9,13,19,309,2,6,0,1,-1,0,0
3,2,27,324,3,17,2,11,163,1903,8,10,6,11,10,17,13,17,7,2283,31,6,0,13,19,1465,8,4,0,-1,-1,0,0
5,2,30,227,5,32,6,21,203,1607,8,62,8,17,16,17,13,17,7,-7,25,1,0,11,19,1026,5,2,0,-1,-1,0,0
2,2,26,366,4,16,5,13,242,1800,8,13,5,17,10,17,13,17,4,144,106,0,0,10,19,1380,7,1,0,1,-1,0,0
7,2,20,412,3,16,5,11,262,1953,8,52,8,17,16,17,14,17,9,4,21,0,6,13,19,425,6,1,0,-1,-1,0,0
3,4,29,227,3,16,3,32,109,1898,8,55,9,17,10,17,14,17,9,-2,214,4,0,12,19,1204,9,1,0,-1,-1,0,0
8,2,18,250,5,34,7,19,145,2458,8,21,0,16,15,16,16,16,0,872,23,0,2,13,19,1154,6,2,0,-1,-1,0,1
7,2,30,237,2,17,3,31,158,1455,8,54,9,17,10,17,14,17,9,-17,67,1,0,10,19,725,12,5,1,-1,-1,0,0
8,2,30,235,2,16,5,21,219,1525,8,21,0,16,14,17,10,17,4,5,180,0,2,10,19,735,13,2,0,1,-1,0,1
7,2,21,198,2,16,7,29,151,2100,8,54,6,17,16,17,14,11,0,-9,203,0,9,11,19,928,8,1,1,-1,-1,0,0
3,2,18,314,4,16,6,18,363,2162,8,55,4,17,16,17,10,16,7,-18,136,9,9,11,19,1476,6,1,0,1,-1,0,0
5,2,14,108,5,34,7,20,149,2111,8,17,2,11,16,17,10,10,8,1506,193,9,8,13,11,906,2,10,1,-1,-1,0,0
9,2,34,166,2,34,7,20,157,2094,8,53,0,16,15,17,15,16,0,2685,98,1,6,11,19,225,6,1,1,-1,-1,99,0
5,2,31,158,2,15,7,19,316,2110,8,36,0,16,15,16,16,16,0,-23,95,0,8,13,19,549,6,7,0,-1,-1,0,0
3,2,26,223,5,17,6,32,122,1554,8,57,4,17,14,17,14,17,5,2226,196,7,0,11,19,1228,5,1,0,-1,-1,97,0
5,2,33,285,5,17,5,20,111,2014,8,23,6,17,14,17,10,17,0,-12,172,0,2,11,19,86,6,1,0,1,-1,0,0
8,2,46,314,2,16,6,20,233,1579,8,18,4,17,13,17,10,17,6,-14,15,4,9,11,19,206,11,1,0,-1,-1,0,0
7,2,18,344,4,21,5,18,134,1453,8,69,7,17,16,17,14,17,4,-9,102,0,9,13,19,251,6,1,0,-1,-1,0,0
5,2,13,304,5,23,7,19,287,1744,8,16,0,16,15,16,14,16,0,-21,115,6,8,11,19,1207,7,1,1,-1,-1,0,0
5,2,21,157,2,32,2,20,297,2098,8,21,0,16,16,11,13,16,0,1795,112,0,2,13,19,851,13,1,0,1,-1,0,0
5,2,33,359,2,16,7,32,135,2400,8,38,9,17,14,17,13,17,8,10,157,0,8,11,19,1256,5,1,1,1,-1,0,0
2,4,26,381,2,17,2,20,91,2484,8,50,9,17,14,17,11,17,9,-13,169,1,0,13,19,264,7,1,0,-1,-1,0,0
5,2,17,329,4,34,6,24,133,1478,8,56,5,15,16,17,11,11,8,1,112,0,7,11,19,899,7,1,0,-1,-1,0,0
2,2,18,160,5,34,6,30,284,2106,8,39,5,16,15,16,13,16,0,-4,125,0,1,11,19,688,6,8,0,-1,-1,0,0
3,2,27,159,2,31,5,19,282,2416,8,37,0,16,15,16,16,16,0,149,135,3,2,10,5,1151,6,6,0,-1,-1,0,0
8,2,21,355,2,16,4,20,243,1768,8,52,2,17,16,17,13,17,7,-8,95,4,0,11,11,609,2,10,1,-1,-1,0,0
7,2,42,338,2,16,7,21,148,2119,8,65,0,11,16,16,16,11,0,-5,65,0,4,11,19,311,6,1,1,-1,-1,21,0
9,2,17,356,2,17,4,27,119,2092,8,42,0,17,16,17,15,17,4,-10,23,7,9,13,19,1179,5,1,1,-1,-1,0,0
5,4,20,291,2,16,5,21,165,2645,8,10,9,17,14,17,14,17,7,0,109,4,0,13,19,1502,7,2,0,-1,-1,0,0
8,2,45,284,2,32,7,32,139,2121,8,37,6,17,14,17,14,17,7,-6,12,9,9,13,19,954,5,1,0,-1,-1,0,1
2,2,44,193,2,17,6,33,352,2102,8,74,2,17,16,16,11,10,0,-11,59,4,9,11,19,1549,6,1,0,-1,-1,20,0
5,2,28,298,4,15,8,13,239,2409,8,55,2,17,14,17,14,17,2,-17,165,0,0,10,19,420,7,1,0,-1,-1,0,0
5,2,27,249,4,34,6,20,189,2440,8,38,0,16,15,17,15,11,0,7,147,1,0,11,19,104,6,10,1,-1,-1,0,0
8,2,26,349,2,33,7,20,273,2396,8,36,2,17,14,17,13,17,6,-8,2,6,6,13,19,613,3,10,0,-1,-1,101,0
5,2,21,304,2,16,7,28,232,2108,8,48,0,16,15,16,15,16,0,-6,207,0,4,13,19,1233,6,5,1,-1,-1,0,0
3,2,26,134,2,17,2,20,204,2115,8,47,9,17,10,17,10,17,8,-7,129,0,0,11,19,1426,7,2,0,1,-1,0,0
5,2,45,235,2,12,2,20,339,1831,8,23,2,17,14,17,14,17,5,-15,99,0,8,11,19,886,2,1,0,-1,-1,0,0
8,3,12,381,4,30,2,32,96,2554,8,75,4,17,14,17,14,17,5,-12,147,2,4,11,19,63,10,1,0,-1,-1,102,0
8,2,26,326,3,20,6,20,181,1500,8,55,6,15,16,17,13,17,8,3,171,3,2,11,19,936,6,1,0,1,-1,77,0
7,2,18,192,5,16,7,20,141,1556,8,44,4,17,16,17,15,17,0,-8,112,9,0,13,19,1014,7,1,0,-1,-1,0,0
5,2,28,133,2,34,7,27,207,2110,8,57,0,16,15,16,14,10,0,-2,219,9,5,13,19,571,8,1,0,1,-1,0,0
8,2,30,120,5,15,5,36,227,2132,8,36,9,17,10,17,13,17,9,1577,110,0,0,11,19,1171,9,4,0,1,-1,100,1
5,2,18,118,4,30,6,19,191,2130,8,55,0,16,15,16,16,16,0,-23,110,0,2,13,19,1106,6,4,1,-1,-1,0,0
3,2,18,256,4,20,6,20,157,2375,8,48,4,11,16,17,14,17,8,3,98,2,1,11,19,1330,6,2,0,-1,-1,0,0
5,2,17,305,5,17,7,10,132,1719,8,48,7,15,16,17,10,11,4,-13,98,2,2,10,11,226,7,1,0,-1,-1,0,0
5,2,34,310,5,24,8,12,347,1515,8,51,5,17,16,17,15,17,9,-10,137,1,2,11,19,975,11,1,0,-1,-1,0,0
5,2,34,129,4,18,8,11,139,2434,8,56,7,17,16,17,14,17,5,2122,205,6,0,11,19,1290,9,1,1,-1,-1,0,0
3,2,27,355,3,15,4,10,330,1445,8,24,7,17,10,17,11,17,9,-18,95,6,9,13,19,402,2,1,0,-1,-1,100,0
3,2,21,145,2,33,7,19,229,2123,8,42,0,16,15,16,16,16,0,-13,106,0,9,13,19,540,6,6,1,-1,-1,0,0
3,3,34,387,5,16,5,12,189,2136,8,34,8,17,10,17,14,17,4,1299,198,1,6,13,19,982,7,11,0,-1,-1,99,0
7,2,26,174,5,17,7,21,240,1824,8,40,5,17,10,17,10,17,9,-6,108,8,0,11,19,1112,14,2,1,-1,-1,0,0
8,2,21,318,2,32,6,19,253,1500,8,53,6,17,16,17,14,17,2,10,200,0,4,13,19,56,2,11,0,-1,-1,0,0
5,4,26,252,5,24,5,14,185,2107,8,58,4,17,14,17,14,17,7,-5,70,0,0,13,19,1138,7,1,0,1,-1,0,0
5,2,14,371,4,20,7,20,360,2380,8,36,5,17,16,17,10,17,5,4,107,4,6,13,19,545,11,9,0,-1,-1,0,0
2,2,18,397,2,16,6,20,237,1737,8,40,2,17,14,17,15,17,8,1231,167,0,5,10,19,1265,2,1,1,-1,-1,0,0
8,4,44,153,2,32,7,10,208,1469,8,19,6,11,16,17,14,17,6,266,203,0,9,13,19,-26,9,3,0,-1,-1,0,0
3,2,43,342,4,19,3,12,227,2116,8,53,2,17,14,17,13,17,5,-9,106,8,9,11,19,770,10,11,0,1,-1,0,0
8,2,17,93,4,23,6,33,221,1523,8,21,6,17,16,17,11,11,2,-7,211,0,9,11,16,1253,5,8,0,1,-1,0,0
8,2,46,328,2,34,6,19,159,1768,8,19,0,16,15,16,16,16,0,-17,113,0,9,12,19,624,6,5,0,-1,-1,0,0
5,2,46,170,4,16,2,13,127,1907,8,36,2,17,14,17,13,17,9,1316,110,0,0,13,19,1503,1,5,0,-1,-1,0,0
5,2,21,243,2,16,4,20,147,1523,8,54,2,11,16,17,10,10,7,-22,161,7,8,13,19,832,7,4,1,-1,-1,0,0
3,2,30,166,4,34,7,20,143,2386,8,28,0,16,15,16,16,16,0,-2,217,0,9,13,19,978,7,3,1,-1,-1,0,0
7,3,33,103,2,34,5,34,290,1197,8,56,5,17,16,17,13,17,7,1375,99,8,9,13,19,1013,9,1,1,1,-1,0,0
5,2,13,148,2,34,5,20,115,1489,8,56,7,17,16,17,14,17,8,2370,111,0,2,10,3,-8,12,2,0,-1,-1,100,0
8,2,19,240,3,17,5,20,393,1451,8,50,6,17,16,17,13,17,2,-19,64,6,8,13,19,722,1,2,0,-1,-1,0,0
5,2,45,136,2,20,7,28,342,2092,8,52,2,15,11,17,16,10,0,602,112,4,9,13,19,1320,6,1,0,-1,-1,0,0
7,2,27,438,2,17,5,21,178,2139,8,37,9,17,10,17,13,17,9,-11,168,1,0,10,19,1342,5,6,1,-1,-1,0,0
7,4,34,106,4,32,6,28,337,2191,8,45,0,17,16,17,15,16,0,-8,110,0,8,12,19,582,6,1,0,-1,-1,0,0
7,3,27,189,5,17,3,12,242,2466,8,39,6,14,14,17,13,17,4,1364,95,6,9,13,19,1045,3,1,0,-1,-1,71,0
8,2,17,156,4,16,6,12,148,2410,8,24,2,17,16,17,14,17,9,-9,111,1,0,11,19,119,7,1,0,-1,-1,0,0
5,2,30,292,4,33,3,28,232,1473,8,52,4,17,16,17,14,17,8,-5,107,6,9,13,19,1091,7,4,0,1,-1,0,0
3,3,12,307,4,31,7,36,127,2239,8,13,5,17,14,17,13,17,7,2276,171,0,9,11,11,806,8,1,1,-1,-1,0,0
3,2,17,381,2,16,5,31,117,2441,8,48,6,17,10,17,14,17,7,1336,196,0,0,11,11,1050,20,2,1,-1,-1,0,0
5,2,46,305,4,34,7,29,249,2091,8,23,0,11,15,17,16,11,0,919,175,6,9,11,19,1062,6,1,0,-1,-1,102,0
8,2,26,296,2,17,5,12,94,2428,8,65,9,17,10,17,14,17,8,-11,14,0,0,13,19,176,6,3,0,-1,-1,0,0
3,2,14,330,4,17,8,31,232,2122,8,20,7,17,10,17,14,17,9,-11,14,9,6,11,19,1198,14,1,0,-1,-1,0,0
5,4,44,149,3,30,5,20,258,1553,5,14,6,17,14,17,14,17,8,-13,43,4,2,10,19,1470,3,1,1,-1,-1,0,0
7,2,44,370,5,21,5,20,339,1738,8,52,6,11,16,17,13,17,2,-6,214,0,2,13,19,121,6,1,0,-1,-1,0,0
8,2,47,280,3,17,4,20,122,2491,8,51,6,17,16,17,14,17,4,611,6,1,6,11,19,890,7,1,1,1,-1,0,0
3,4,27,327,5,16,5,13,229,2110,8,18,5,17,10,17,10,17,4,-11,81,0,6,13,19,868,7,1,1,-1,-1,0,0
8,2,17,121,5,34,8,32,138,1995,8,38,2,17,13,17,15,17,7,-5,17,0,9,11,19,1392,9,1,0,-1,-1,0,0
5,2,12,328,2,17,5,21,231,2540,8,48,7,17,10,17,14,17,7,-3,109,0,0,11,19,1434,3,1,0,-1,-1,0,0
9,2,45,309,2,27,7,20,284,2370,8,66,6,11,16,17,11,17,8,4,200,2,9,13,19,924,6,1,1,-1,-1,0,0
2,2,42,168,2,13,5,21,305,1560,8,40,4,17,10,17,14,17,5,1464,115,0,2,10,19,517,6,11,0,1,-1,0,0
3,2,13,106,2,17,6,28,357,1459,8,68,8,11,13,17,17,17,2,2,167,2,9,11,11,997,6,2,1,1,-1,0,0
8,3,27,109,2,17,5,21,304,2429,8,42,8,17,10,17,14,17,9,1411,168,0,0,13,11,1460,1,2,0,1,-1,75,0
6,2,26,304,3,31,6,28,141,2440,8,41,4,17,16,17,11,11,6,15,30,7,9,13,19,460,6,1,0,-1,-1,0,0
2,2,21,134,4,24,6,20,154,2104,8,52,8,11,16,15,13,17,6,-13,60,0,9,11,19,122,6,2,1,1,-1,42,0
6,2,21,227,2,34,6,20,152,1440,8,23,2,11,16,17,11,11,3,-14,172,2,6,11,19,1187,2,1,1,1,-1,0,0
6,2,19,301,2,31,7,20,337,1496,8,37,0,11,16,12,16,13,0,1,99,6,8,12,19,616,2,1,0,-1,-1,0,0
3,2,26,207,2,19,4,13,219,1875,8,47,4,17,14,17,14,17,8,-16,209,0,0,10,19,300,7,4,0,1,-1,0,0
4,2,18,151,2,34,2,20,225,1186,8,30,0,11,14,16,10,16,0,21,112,9,4,10,19,898,5,1,0,-1,-1,0,1
8,2,14,135,3,33,4,20,332,2117,8,43,2,17,10,17,13,17,4,-14,166,9,2,13,19,982,9,1,1,-1,-1,0,0
3,4,46,248,4,16,5,10,235,1859,8,34,5,17,14,17,13,17,7,2401,64,6,0,13,19,1383,9,1,0,-1,-1,0,0
8,2,20,182,2,30,2,20,200,1495,8,27,2,17,16,17,13,17,5,1,213,7,9,11,19,569,3,1,1,-1,-1,0,0
2,4,44,112,2,31,7,20,107,2431,8,19,4,17,10,17,11,17,9,-6,208,0,5,13,19,647,8,3,1,1,-1,0,0
5,2,33,224,2,13,5,13,116,1806,8,29,7,17,14,17,14,17,5,2363,138,9,5,11,19,496,10,2,0,-1,-1,0,0
5,2,34,245,5,33,6,19,357,2117,8,10,0,16,15,16,16,16,0,-29,160,7,2,13,19,1262,6,6,0,-1,-1,0,0
4,2,17,184,2,20,6,20,340,2015,8,47,8,17,10,17,15,17,8,-6,83,0,2,11,11,706,9,3,0,1,-1,0,0
8,4,20,378,4,17,5,20,216,2134,8,36,5,17,10,17,14,17,9,1278,8,0,0,13,19,267,10,19,0,-1,-1,96,0
4,2,20,363,4,17,8,31,218,1161,5,25,2,17,10,17,14,17,7,1589,96,4,9,13,19,1237,3,1,0,-1,-1,0,0
7,2,27,148,2,19,7,34,151,2109,8,57,0,16,15,16,16,16,0,16,148,9,1,11,19,392,5,1,1,-1,-1,0,0
7,4,30,177,5,19,3,31,109,2149,8,53,3,17,10,17,14,17,9,4,108,0,0,13,11,1166,4,4,0,1,-1,0,0
7,2,26,316,2,24,6,20,247,2102,8,58,4,17,14,14,14,17,9,-2,138,9,2,13,11,771,6,12,0,-1,-1,0,0
2,4,17,176,2,34,6,12,128,2097,8,49,6,17,16,17,14,17,7,-8,169,7,0,13,19,10,9,1,1,1,-1,0,0
7,2,21,408,2,22,5,33,147,2501,8,35,9,17,14,17,14,17,9,2470,77,0,0,14,19,1526,9,4,0,1,-1,99,0
3,2,30,225,2,24,5,11,286,2491,8,37,6,17,14,17,14,17,9,-14,207,0,8,11,19,449,4,1,0,1,-1,0,0
8,4,44,336,2,16,6,20,232,2098,8,18,0,11,16,17,13,10,7,-27,102,0,9,11,19,196,6,1,1,-1,-1,0,0
9,2,27,211,2,18,8,28,277,1030,8,40,6,17,16,17,15,17,2,1,12,9,6,11,19,139,9,2,0,-1,-1,0,0
8,3,30,277,5,28,7,20,256,1466,8,50,6,17,10,17,13,17,4,81,70,0,0,13,19,-109,4,1,1,-1,-1,0,0
8,4,26,404,2,17,3,11,211,2443,8,28,9,17,10,17,14,17,9,-18,99,0,0,11,19,192,7,2,0,-1,-1,98,0
3,2,32,297,5,17,7,11,102,1552,8,49,5,17,10,17,14,17,6,-7,142,1,3,13,19,136,7,1,0,-1,-1,0,0
9,3,27,291,5,15,6,29,271,1475,8,14,4,11,16,17,15,17,7,-9,204,0,9,11,19,578,10,1,0,-1,-1,0,1
5,2,34,299,2,34,7,20,366,1181,8,23,0,15,14,17,13,11,6,1427,16,6,0,13,19,1087,6,1,1,-1,-1,0,0
3,2,34,261,5,16,3,29,369,2436,8,53,7,17,16,17,14,17,2,2336,108,0,5,13,16,1168,7,11,0,-1,-1,0,1
8,2,15,246,2,16,5,21,243,2460,8,15,6,17,10,17,14,17,7,-30,141,0,0,13,19,447,19,3,0,-1,-1,0,0
5,2,13,303,2,16,7,12,129,1766,8,17,4,17,16,17,15,17,8,-16,45,9,3,13,19,398,6,1,0,-1,-1,100,0
5,2,28,327,2,16,6,21,288,1796,8,55,4,17,10,17,14,17,4,-1,17,2,2,13,19,1442,9,6,0,1,-1,0,0
8,2,41,446,5,16,5,24,133,2089,8,38,9,17,14,17,14,17,4,-5,172,6,0,11,19,1098,6,3,0,-1,-1,0,1
8,2,14,309,4,16,5,16,136,2442,8,35,9,17,16,17,13,17,9,1468,108,9,9,10,19,1252,10,8,0,-1,-1,0,0
2,2,33,355,4,33,7,15,145,1450,8,55,2,17,16,17,14,17,5,-11,200,9,9,13,19,15,7,2,0,-1,-1,0,0
3,4,21,161,3,17,5,32,158,2485,8,51,6,17,10,17,14,17,9,-1,15,0,0,13,19,842,10,2,0,-1,-1,0,0
3,2,20,211,4,16,5,21,188,2118,8,19,4,17,16,17,14,17,5,6,69,6,0,13,19,659,13,2,1,1,-1,0,0
8,2,27,425,5,16,6,36,316,2519,8,36,6,17,14,17,10,17,9,2,163,0,9,10,19,308,7,1,0,-1,-1,0,0
5,2,30,269,2,34,8,20,266,1761,8,41,0,16,15,16,16,16,0,0,193,7,9,11,19,1310,14,3,1,-1,-1,0,0
6,2,26,160,5,17,2,16,115,2398,8,47,5,17,16,17,14,17,2,1,19,0,6,13,19,1206,7,2,0,1,-1,70,0
2,4,13,161,4,32,7,11,358,2389,8,39,6,17,14,17,14,17,4,1423,69,1,5,13,19,807,2,2,1,-1,-1,20,0
5,2,45,238,2,31,7,19,232,2109,8,16,0,16,15,16,16,16,0,-14,169,2,0,10,19,551,10,6,0,-1,-1,0,0
7,2,20,361,5,16,6,37,225,1243,8,55,8,17,10,17,15,17,5,2321,141,9,9,13,16,534,11,6,0,-1,-1,41,0
2,3,33,216,2,16,5,10,283,2138,8,35,8,17,10,17,14,17,9,0,10,0,6,13,19,527,18,7,1,-1,-1,0,0
7,2,27,304,2,16,2,20,356,2099,8,55,0,14,15,16,16,10,0,510,98,0,9,13,19,1204,2,1,1,-1,-1,0,0
6,3,18,418,5,35,6,28,260,1523,8,46,5,17,16,17,13,17,7,-7,210,7,9,13,19,516,18,1,1,-1,-1,40,0
7,2,21,157,2,16,5,12,215,1895,8,54,7,17,16,17,11,17,9,-8,96,0,4,13,11,1291,17,13,0,-1,-1,0,0
7,2,17,373,4,16,5,20,199,2126,8,56,7,17,16,17,14,17,2,-12,75,0,6,13,19,1505,13,1,0,1,-1,0,0
8,2,31,306,2,31,6,20,248,2106,8,19,0,16,15,16,15,16,0,3,203,0,8,13,19,700,6,1,1,-1,-1,0,0
5,4,46,201,2,17,7,29,145,2236,8,52,7,17,16,17,13,17,4,165,172,0,6,10,19,100,10,1,0,1,-1,0,0
5,2,13,333,5,28,3,28,262,2417,8,55,8,17,14,17,14,17,2,-6,95,1,2,10,19,666,8,1,1,-1,-1,0,0
5,3,15,96,2,16,3,12,257,2119,8,12,2,17,16,17,14,17,4,-11,9,0,0,13,19,1425,2,1,1,-1,-1,0,0
3,4,27,319,2,34,7,18,173,2100,8,58,0,16,16,16,10,10,0,-1,81,4,1,11,19,308,6,1,1,-1,-1,0,0
5,2,14,160,2,16,2,19,310,1132,8,58,0,16,15,16,16,11,0,1,149,0,2,10,19,360,10,1,1,-1,-1,0,0
8,2,45,251,5,17,6,20,370,1751,5,45,9,17,16,17,14,17,4,-11,46,4,7,10,19,1003,2,1,1,-1,-1,0,0
7,2,26,256,5,34,4,31,277,1456,8,25,0,17,11,16,11,11,4,10,204,8,5,11,19,294,6,1,0,-1,-1,0,0
3,2,21,341,2,16,3,32,172,1503,8,53,5,17,16,17,14,17,6,-14,124,0,9,11,19,1156,7,1,0,-1,-1,0,0
3,4,34,254,5,34,6,19,186,1976,8,24,6,11,16,17,13,17,4,-20,61,0,9,11,19,342,13,1,1,-1,-1,0,0
3,2,44,205,2,32,4,20,134,1771,8,27,2,17,16,17,11,17,8,8,59,9,9,13,19,1155,6,1,1,-1,-1,0,0
5,2,21,347,2,34,5,20,139,2125,8,21,0,16,15,16,16,16,0,807,17,0,7,13,19,227,6,10,0,-1,-1,0,0
7,2,20,314,4,14,4,13,201,2431,8,50,4,17,16,17,15,17,4,6,18,0,9,13,19,614,7,2,0,-1,-1,21,0
7,2,14,156,2,17,6,31,156,2389,8,41,4,15,16,11,15,10,7,-1,191,2,9,11,19,631,9,1,0,-1,-1,0,0
7,2,17,357,2,17,6,28,239,2426,5,9,4,17,10,17,14,17,9,-12,166,0,0,13,11,1100,19,2,0,-1,-1,20,0
4,2,27,240,5,31,6,20,368,1493,8,52,4,11,16,11,11,11,0,10,172,9,0,11,19,984,6,1,0,1,-1,0,0
7,4,17,361,2,15,4,32,219,2131,8,30,4,17,14,17,11,17,8,-5,135,0,2,12,19,588,7,1,1,-1,-1,100,0
3,2,27,171,2,16,5,20,208,2602,8,54,5,17,14,17,14,17,9,-18,195,0,0,13,19,505,15,3,0,1,-1,76,0
8,2,43,335,3,16,5,12,271,2453,8,22,9,17,10,17,14,17,9,161,215,0,0,13,11,1257,4,13,0,-1,-1,99,0
8,2,31,160,4,32,6,30,258,2108,8,8,6,17,16,17,15,17,6,10,134,0,9,11,19,921,5,2,0,-1,-1,0,0
3,2,44,147,2,34,7,21,193,1479,8,47,0,16,15,16,10,16,0,1294,108,0,0,11,19,1053,6,1,0,-1,-1,99,1
5,2,15,141,5,19,7,28,297,1111,8,53,0,16,15,16,16,11,0,-21,118,0,4,11,19,856,9,1,0,-1,-1,0,0
2,2,30,158,2,31,6,37,315,2012,8,54,6,17,10,17,14,17,2,-12,210,1,9,11,19,232,20,1,1,-1,-1,0,0
7,2,17,139,4,35,5,10,200,2547,8,51,6,17,16,17,14,17,5,2253,99,1,0,10,19,775,7,2,0,-1,-1,0,0
9,2,30,427,2,34,7,19,308,2125,8,37,0,16,15,16,16,16,0,-9,110,0,4,13,19,507,6,7,1,1,-1,0,0
5,2,43,136,2,17,7,11,91,1815,5,52,5,17,14,17,14,17,4,-5,26,7,0,13,19,1265,1,2,0,1,-1,0,0
3,2,34,274,2,31,5,19,205,2121,8,38,0,16,15,16,10,16,0,1426,95,0,2,11,19,599,6,3,1,-1,-1,0,0
2,2,25,185,4,35,6,29,160,1744,8,55,2,17,16,17,13,17,6,-1,6,8,9,11,19,1219,10,4,0,-1,-1,0,0
2,2,20,301,2,12,5,20,180,1491,8,37,5,11,16,17,10,11,2,-3,97,0,0,11,19,157,2,1,0,-1,-1,0,1
7,2,27,104,3,16,2,20,170,2551,8,46,4,17,10,17,14,17,8,-17,199,1,0,11,19,895,11,1,1,-1,-1,0,0
8,2,12,130,2,28,4,20,121,1048,8,25,4,17,16,17,14,17,4,0,74,9,9,13,19,76,7,1,0,-1,-1,0,0
7,2,44,263,5,16,4,20,150,2130,8,60,6,17,10,17,13,17,9,2180,73,8,0,10,19,1370,10,2,0,1,-1,68,0
2,4,33,337,2,34,7,19,195,2365,8,28,5,11,16,16,15,16,0,4,174,4,9,13,19,1041,8,1,1,1,-1,0,0
3,2,46,234,2,16,3,20,143,2055,8,5,4,17,14,17,14,17,2,-18,14,0,2,11,19,1130,6,1,0,-1,-1,0,0
8,2,34,151,5,20,3,20,166,2120,8,59,5,17,14,17,14,17,2,-25,169,0,0,13,11,221,9,2,0,1,-1,0,0
2,2,43,312,2,16,3,21,273,2425,8,41,4,17,14,17,14,17,5,-8,30,0,9,13,19,239,7,1,0,-1,-1,0,1
5,2,34,216,5,31,5,20,152,1783,8,38,6,17,13,11,13,17,2,-2,65,4,2,11,19,451,6,1,1,-1,-1,0,0
8,2,21,326,2,34,2,20,161,2463,8,56,4,15,16,17,17,17,5,2450,53,7,4,13,19,895,2,1,1,-1,-1,0,0
7,4,13,449,5,16,7,21,86,2475,8,53,5,17,14,17,14,17,2,-4,105,0,0,13,19,915,14,1,0,1,-1,0,0
5,2,29,279,2,29,6,19,301,2125,8,11,0,16,15,16,16,16,0,-23,109,0,2,13,19,660,6,4,1,-1,-1,0,0
2,2,17,373,4,27,5,12,112,2627,8,68,7,17,10,17,10,17,6,2582,97,0,5,13,19,433,2,4,0,-1,-1,40,0
5,2,22,128,2,33,5,19,216,1786,8,43,0,16,15,16,16,16,0,-11,74,0,5,13,19,562,10,10,1,-1,-1,0,0
3,2,26,370,2,17,4,12,109,1652,8,55,9,17,14,17,13,17,9,-16,115,4,0,11,16,958,14,4,0,-1,-1,0,0
7,2,18,205,5,17,5,11,231,1798,8,52,8,17,10,17,14,17,5,-10,51,3,0,13,19,1420,7,3,0,-1,-1,0,0
5,2,29,127,2,34,2,12,122,2589,8,42,7,17,14,17,14,17,7,198,95,7,9,13,19,985,9,1,0,1,-1,0,0
8,2,35,253,2,17,2,15,379,1557,8,36,4,17,16,17,14,17,6,-13,12,0,0,13,19,1407,11,1,1,-1,-1,19,1
8,2,18,265,2,34,5,19,204,1483,8,18,2,14,15,16,11,13,6,1234,147,7,2,11,19,1344,6,1,1,-1,-1,0,0
