u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,cillabel,pro,label
16,17,13,17,0,3,52,0,9,11,19,1069,6,1,1,0,0,0
10,17,13,17,9,0,147,0,1,11,19,1419,7,1,0,0,0,0
16,17,13,17,7,1574,170,0,9,11,19,1412,7,1,1,0,0,0
14,11,14,17,8,-2,15,8,9,13,19,586,9,2,0,0,0,0
14,17,14,10,0,3,99,4,9,14,19,506,6,1,0,0,0,0
13,17,13,17,7,343,170,0,9,11,11,920,7,1,1,0,0,0
10,17,13,11,3,6,54,7,9,11,19,1439,6,1,1,0,0,0
14,17,13,17,5,6,93,4,9,11,19,563,12,1,0,0,0,0
14,17,11,11,0,1,97,0,9,10,19,854,6,1,1,0,0,0
16,17,13,17,2,7,71,0,0,13,16,897,2,2,0,0,0,0
14,17,14,15,0,4,110,6,9,13,19,759,16,1,0,0,0,0
15,16,14,16,0,0,12,6,9,13,19,1418,10,1,0,0,0,0
14,17,13,17,2,-1,149,0,9,13,19,601,11,1,0,0,0,0
16,15,15,10,0,7,42,9,9,11,19,1401,6,1,1,0,0,0
16,11,13,11,0,2135,170,9,9,11,19,1351,7,1,1,0,0,0
14,17,13,17,2,3,16,8,9,12,19,271,13,3,0,0,0,0
14,17,17,17,2,-1,148,0,9,13,19,537,6,1,1,0,0,0
14,17,13,17,2,3,-4,8,2,13,19,33,1,8,0,0,0,0
14,17,13,17,4,2,15,0,0,13,19,530,13,1,0,0,0,0
16,17,15,17,4,2712,169,9,1,11,19,1308,7,3,0,0,0,0
14,17,13,17,5,3,98,0,9,14,19,227,2,3,0,0,0,0
16,11,13,17,0,-2,98,4,9,14,19,270,6,1,1,0,0,0
14,17,14,17,0,1,102,6,9,13,19,524,6,1,1,0,0,0
16,11,15,17,7,3298,212,0,0,13,19,909,2,5,0,0,0,0
16,17,13,17,9,353,160,0,0,13,19,1003,12,3,0,0,0,0
16,17,15,17,4,908,170,0,0,11,19,1386,3,4,0,0,0,0
14,15,10,10,0,743,167,3,9,13,19,793,7,1,1,0,0,0
14,15,14,17,0,1,42,3,5,13,16,607,14,14,0,0,0,0
16,15,13,10,0,-1,96,0,1,14,19,1196,6,1,0,0,0,0
16,15,13,13,0,0,98,7,2,11,19,192,2,1,0,0,0,0
15,16,15,16,0,2,50,9,6,11,19,264,13,1,0,0,0,0
15,16,11,16,0,1,169,9,1,11,19,358,6,1,0,0,0,0
14,17,14,17,0,3,35,6,9,13,19,536,10,1,0,0,0,0
14,16,14,10,0,1552,216,0,1,13,19,1286,7,1,1,0,0,0
16,17,17,17,0,-5,168,0,9,11,19,952,7,1,1,0,0,0
16,17,15,10,0,3,168,0,9,11,19,1368,6,1,1,0,0,0
16,15,15,13,0,2438,168,0,1,11,19,192,7,1,1,0,0,0
16,17,10,10,0,2852,51,0,9,11,19,711,6,1,1,0,0,0
14,11,14,15,0,13,105,4,9,14,19,567,9,1,0,0,0,0
10,17,13,11,0,857,52,9,9,11,19,1387,7,1,0,0,0,0
16,17,13,17,2,-1,92,4,9,14,19,1377,6,2,0,0,0,0
10,17,13,11,0,2622,167,3,7,11,16,988,19,1,0,0,0,0
14,11,13,11,0,2256,140,1,9,11,19,517,6,1,1,0,0,0
10,15,15,10,7,1365,167,0,1,11,19,944,7,1,1,0,0,0
11,17,15,17,2,-1,97,0,9,11,19,1423,6,1,1,0,0,0
14,17,14,17,7,3,221,0,0,13,19,844,2,7,0,0,0,0
14,17,14,17,2,-1,112,0,9,10,19,581,6,1,1,0,0,0
15,16,15,16,0,4,51,0,0,11,19,1463,6,1,0,0,0,0
14,11,14,17,7,2699,224,0,9,13,19,618,7,1,0,0,0,0
16,11,13,10,0,2375,51,9,1,13,19,322,19,1,0,0,0,0
14,17,14,10,0,2300,98,0,9,13,19,1265,14,2,0,0,0,0
16,17,13,17,2,2156,141,9,9,13,19,831,7,1,0,0,0,0
10,11,15,11,0,2583,165,2,1,11,19,869,18,1,1,0,102,1
14,11,14,17,0,1,20,3,9,13,19,600,11,1,0,0,0,0
14,17,14,17,7,313,217,3,9,13,19,595,19,1,0,0,0,0
16,17,13,17,2,3,98,7,6,12,19,67,13,3,0,0,0,0
16,17,13,17,0,1,97,0,9,11,19,1204,6,1,1,0,0,0
14,17,14,17,2,-1,109,7,9,10,11,545,10,1,0,0,0,0
14,17,14,17,2,0,93,5,9,10,19,1255,13,1,0,0,0,0
15,16,15,16,0,4,-2,9,1,11,19,1388,10,1,0,0,0,0
10,17,13,17,7,-2,44,0,1,11,11,971,8,1,0,0,100,1
16,17,15,13,4,6,81,0,0,11,3,340,3,3,0,0,0,0
14,11,14,12,0,1537,232,6,9,13,19,641,15,1,0,0,0,0
14,17,14,17,2,4,11,6,9,13,19,588,9,11,0,0,0,0
14,11,14,17,0,2180,140,6,2,13,19,428,7,1,1,0,20,1
16,11,15,13,8,7,168,9,1,11,19,1363,7,1,0,0,0,0
14,17,13,17,2,0,75,0,6,12,11,113,2,8,0,0,102,1
15,13,15,15,0,1583,50,9,3,11,19,1429,6,1,1,0,0,0
10,11,13,11,7,3036,50,0,1,11,19,921,18,5,0,0,0,0
14,17,14,17,0,-3,-1,3,9,13,19,1198,11,1,0,0,0,0
14,17,14,17,2,-1,94,4,9,14,19,1141,6,1,1,0,0,0
15,15,12,16,0,2177,14,9,6,13,19,380,11,5,0,0,0,0
14,17,14,17,1,0,219,0,2,11,2,841,15,1,0,0,0,0
10,17,12,10,0,14,170,0,0,13,19,916,2,4,0,0,0,0
14,17,14,11,0,5,160,2,2,13,19,454,13,1,0,0,75,1
14,17,13,17,2,0,97,0,8,11,19,541,7,1,1,0,0,0
14,17,13,17,0,2,46,0,9,12,2,910,6,1,1,0,0,0
16,11,14,10,0,353,166,0,9,13,19,1332,7,1,1,0,0,0
10,17,15,13,0,2687,167,0,1,11,19,919,7,1,1,0,0,0
16,17,13,17,0,1,57,9,9,11,19,20,19,1,0,0,0,0
14,17,14,17,2,-1,99,5,9,11,19,1099,6,1,0,0,0,0
15,11,11,15,0,2441,47,9,9,11,19,1467,6,1,1,0,0,0
15,16,14,16,0,2656,216,9,5,13,19,1413,7,2,0,0,0,0
14,11,14,17,7,2782,42,3,1,13,19,571,2,9,0,0,0,0
10,11,13,15,0,2589,46,9,6,11,19,46,13,1,0,0,0,0
15,16,17,16,0,836,127,9,6,11,19,274,7,1,1,0,0,0
15,15,14,10,0,350,49,0,1,11,19,221,7,1,1,0,100,1
14,17,13,17,2,2,-2,6,9,12,19,629,11,1,0,0,0,0
14,17,14,17,3,3,115,7,9,13,19,537,9,1,0,0,0,0
15,16,11,16,0,4,7,9,9,13,19,399,10,2,0,0,0,0
16,11,15,13,0,2183,166,9,1,11,19,976,7,1,0,0,0,0
14,15,14,10,0,2921,29,3,9,13,19,563,20,1,0,0,0,0
16,17,10,17,2,5,217,0,0,13,19,580,10,3,0,0,0,0
16,17,16,17,7,2882,-2,9,1,13,19,65,5,3,0,0,0,0
14,15,14,15,0,2019,136,3,9,13,19,299,10,2,0,0,0,0
14,17,13,17,2,-2,94,7,9,12,19,1264,10,2,0,0,0,0
15,16,17,16,0,2,215,5,9,14,19,339,6,1,1,0,0,0
14,17,14,17,3,1,157,2,9,13,19,521,9,1,0,0,71,1
14,11,14,10,0,2055,142,6,9,13,19,1132,7,1,1,0,0,0
15,16,15,16,0,0,45,9,1,11,19,384,9,2,0,0,0,0
14,17,14,17,7,3,219,0,0,13,3,600,15,8,0,0,0,0
10,17,13,17,1,2,51,9,1,11,19,868,13,1,0,0,0,0
10,17,14,17,9,2411,219,0,0,13,19,983,18,3,0,0,0,0
10,17,13,17,9,418,56,0,1,11,19,967,7,1,1,0,0,0
11,17,13,17,2,3,67,0,0,10,19,98,10,12,0,0,0,0
14,17,13,17,2,2,98,7,9,12,19,86,6,1,0,0,0,0
14,17,13,17,5,10,30,0,6,13,19,860,1,8,0,0,0,0
16,16,15,16,0,6,47,9,1,11,19,303,9,1,0,0,0,0
14,17,13,17,7,5,74,0,0,11,16,605,16,3,0,0,0,0
14,17,14,17,7,-1,17,3,9,10,19,581,18,1,0,0,0,0
13,11,13,11,0,5,31,9,7,11,19,938,13,1,0,0,102,1
14,17,13,17,2,2,80,7,1,11,2,54,11,1,0,0,0,0
10,17,13,11,3,5,56,8,8,11,19,38,13,1,0,0,0,0
15,15,14,13,0,893,213,0,0,13,19,152,11,1,0,0,0,0
14,17,13,10,0,4,100,9,9,11,19,1402,6,1,1,0,0,0
16,13,13,13,0,4,168,3,9,11,19,1449,6,1,0,0,0,0
14,17,14,17,2,0,49,4,1,12,19,541,13,1,0,0,72,1
15,16,11,16,0,1,52,9,2,13,19,917,7,1,1,0,0,0
10,17,13,17,7,2321,170,0,9,11,19,531,7,1,1,0,0,0
14,15,13,11,0,1156,56,3,9,13,19,565,14,1,0,0,0,0
16,11,13,15,0,2176,98,7,9,12,19,1095,7,1,0,0,0,0
14,17,14,17,7,5,35,8,6,13,19,862,2,4,0,0,0,0
14,17,13,17,2,1,94,7,9,14,19,1396,6,1,0,0,0,0
10,17,16,17,1,8,78,0,0,13,11,925,5,3,0,0,0,0
14,17,13,17,7,2459,143,0,7,11,19,536,20,1,0,0,0,1
16,17,16,17,7,8,217,0,0,13,19,1158,8,3,0,0,0,0
16,17,13,17,2,0,77,0,9,10,19,844,13,1,0,0,0,0
14,17,14,11,0,1221,149,6,9,13,19,527,15,1,1,0,75,1
14,17,13,11,8,2,19,7,9,13,19,819,9,3,0,0,0,0
16,17,13,17,9,-2,80,0,0,12,3,30,2,10,0,0,0,0
16,17,15,10,0,3031,170,0,1,11,19,1431,19,1,0,0,0,0
10,17,13,17,7,3,168,0,0,11,11,1003,15,2,0,0,0,0
14,17,14,17,6,0,13,0,9,13,19,618,6,1,0,0,0,0
13,17,15,17,2,1585,146,0,9,11,19,541,6,1,1,0,0,0
15,16,14,16,0,3,17,9,9,13,19,945,9,1,0,0,0,0
16,17,13,11,0,2541,60,6,9,11,19,957,11,1,0,0,0,0
16,15,13,16,0,1226,170,0,1,11,19,262,6,1,1,0,0,0
14,17,13,11,9,8,95,2,1,11,19,943,11,1,0,0,102,1
10,17,13,11,0,2293,50,0,9,11,19,902,7,1,1,0,0,0
10,17,13,17,2,1,82,0,0,10,19,886,3,9,0,0,0,0
16,17,15,17,4,5,170,0,1,11,19,1348,10,1,0,0,0,0
16,11,15,11,4,1,171,9,1,11,19,1342,10,1,0,0,0,0
14,17,13,17,2,4,5,7,6,12,19,888,2,5,0,0,0,0
15,16,14,16,0,0,13,9,8,13,19,431,10,1,0,0,0,0
14,17,14,15,0,2809,89,6,9,13,19,590,7,1,0,0,0,0
14,17,14,17,2,-1,144,0,1,13,19,564,7,3,1,0,0,0
15,16,13,16,0,1401,39,9,1,11,19,237,7,1,1,0,0,0
15,16,10,16,0,7,56,0,0,10,19,897,6,1,0,0,0,0
14,17,13,11,0,3,53,0,1,11,19,938,12,1,0,0,101,1
11,17,15,17,2,4,79,7,6,11,19,249,1,8,0,0,0,0
16,11,13,10,0,2305,46,9,7,11,19,264,10,1,0,0,73,1
10,11,13,11,0,0,54,0,9,11,19,739,7,1,1,0,0,0
10,17,13,17,7,-1,169,0,0,11,2,956,23,1,0,0,0,0
11,17,13,17,2,0,169,3,1,11,19,1368,12,3,0,0,0,0
14,17,14,10,0,2241,141,0,2,11,19,458,10,1,1,0,20,1
14,17,14,17,7,2869,230,8,9,13,19,592,11,2,0,0,0,0
14,17,14,17,7,6,46,0,1,13,19,609,20,1,0,0,0,0
16,17,13,17,2,4,98,0,9,14,19,841,6,3,0,0,0,0
14,17,14,17,2,1,98,0,9,12,19,1255,6,1,1,0,0,0
14,17,14,17,7,2,157,9,9,12,16,566,20,1,0,0,0,0
10,11,13,11,0,3,62,9,2,11,19,1329,2,3,0,0,0,0
14,17,14,17,1,0,97,3,9,13,19,1161,11,2,0,0,0,0
10,17,13,17,3,299,195,0,1,11,19,949,7,1,1,0,0,0
14,17,14,17,5,3,63,7,9,12,19,41,10,1,0,0,0,0
16,17,13,17,4,-1,168,7,9,11,19,1472,9,1,0,0,0,0
14,17,14,10,0,-3,98,0,9,13,19,574,6,1,1,0,0,0
14,11,14,15,0,-7,219,3,9,13,19,615,11,1,0,0,0,0
14,17,14,17,5,0,113,4,9,13,19,514,11,1,0,0,0,0
14,17,14,17,8,2372,147,4,1,13,19,546,10,1,0,0,0,0
15,11,14,15,0,6,54,9,1,13,19,255,16,2,0,0,0,0
10,17,15,11,3,2638,42,9,9,11,19,1396,19,1,1,0,0,0
14,17,14,17,2,0,91,0,0,10,2,580,6,1,0,0,75,1
10,17,13,11,4,2496,53,7,1,11,19,979,13,5,0,0,0,0
13,17,13,11,0,1,47,0,7,11,19,906,7,1,1,0,41,1
14,17,13,11,0,0,59,3,9,11,19,544,6,1,0,0,0,0
11,11,13,11,6,3,170,9,9,11,19,1377,2,3,0,0,0,0
14,17,13,17,3,1,149,0,9,11,19,86,6,1,1,0,0,0
14,17,14,17,2,6,30,7,8,12,19,541,13,1,0,0,101,1
15,16,11,16,0,4,18,9,6,13,19,117,9,1,0,0,0,0
16,11,15,15,9,1610,50,0,9,13,19,841,7,1,1,0,0,0
14,17,13,11,0,949,51,0,9,11,19,904,7,1,1,0,20,1
16,17,13,17,2,2403,143,7,9,13,19,804,11,1,0,0,0,0
15,16,11,16,0,2238,168,0,3,11,19,1409,7,1,1,0,0,0
11,15,13,10,0,2,217,0,9,10,19,214,6,1,1,0,0,0
15,11,14,16,0,0,55,9,6,14,19,333,9,2,0,0,0,0
15,11,12,16,0,2,12,0,5,11,19,296,6,1,1,0,0,0
16,15,13,11,0,5,76,9,9,12,19,907,18,1,0,0,0,0
14,17,13,17,3,0,79,3,9,11,19,148,7,1,1,0,0,0
14,15,14,15,0,5,13,3,9,13,19,688,11,1,0,0,0,0
16,11,15,11,7,928,50,9,7,11,19,1372,10,3,0,0,0,0
14,17,14,17,7,6,38,0,9,13,16,645,4,1,0,0,0,0
14,17,13,17,3,0,97,6,8,11,19,167,7,1,1,0,0,0
15,16,13,15,0,1,76,9,1,12,20,99,2,15,0,0,0,0
10,17,13,17,7,7,56,2,9,11,19,972,18,1,1,0,0,0
16,11,14,17,7,2910,142,3,1,13,19,282,2,3,0,0,0,0
14,11,13,17,0,2485,97,0,9,13,19,1134,7,2,1,0,0,0
14,11,14,17,0,2771,232,6,2,13,19,574,10,5,0,0,0,0
14,17,13,10,0,2415,52,0,9,11,19,316,7,1,1,0,0,0
15,16,11,16,0,3,45,9,6,13,19,895,6,1,1,0,0,0
11,17,13,17,2,0,111,7,9,11,19,53,11,1,0,0,0,0
14,17,14,15,0,0,105,4,9,13,19,563,11,1,0,0,0,0
15,15,13,16,0,-3,167,9,4,11,19,1147,7,2,1,0,0,0
16,17,15,17,4,2,170,0,1,11,2,1392,2,1,0,0,0,0
16,17,15,17,4,2662,165,0,1,11,19,958,3,4,0,0,0,0
14,17,13,17,7,1,76,0,0,12,3,639,17,1,0,0,0,0
14,17,14,17,2,0,33,6,9,13,19,568,2,1,0,0,0,0
16,15,15,12,0,1,97,0,9,11,19,1334,6,1,1,0,0,0
10,17,13,11,5,5,55,7,6,11,19,252,2,4,0,0,0,0
14,17,14,17,0,0,37,6,9,13,19,606,19,1,0,0,0,0
14,17,14,17,3,839,80,6,6,11,19,492,2,2,0,0,0,0
14,17,14,17,2,-1,79,0,0,10,19,581,13,1,0,0,0,0
14,17,13,10,7,2,200,9,9,11,19,850,11,1,0,0,0,0
16,17,13,17,2,0,70,0,0,10,16,860,2,5,0,0,0,0
14,11,14,10,0,2588,25,6,9,13,19,1269,7,1,0,0,0,0
14,17,14,17,0,0,97,6,9,13,19,522,14,1,0,0,0,0
10,17,13,17,7,5,76,0,0,12,19,74,14,3,0,0,0,0
15,16,17,16,0,2,50,9,1,11,19,301,6,1,1,0,0,0
14,17,13,11,2,0,218,9,8,11,19,228,2,6,0,0,0,0
16,17,13,17,7,3088,214,0,0,13,19,984,11,6,0,0,0,0
16,17,15,17,7,1935,166,0,2,11,19,939,7,1,1,0,20,0
11,17,13,11,0,2376,51,0,9,11,19,1352,6,1,1,0,0,0
14,11,14,17,7,478,214,0,0,13,19,980,11,1,0,0,0,0
10,17,15,11,0,1171,167,0,0,11,19,1339,2,4,0,0,0,0
14,17,13,11,3,0,49,0,9,11,2,519,7,1,1,0,101,1
13,11,13,10,0,2,50,6,9,10,19,53,6,1,1,0,0,0
10,17,13,11,0,2768,169,9,1,11,19,1009,19,1,0,0,0,0
14,17,13,17,2,1,59,7,9,10,19,548,6,1,1,0,0,0
14,17,14,17,5,0,98,7,9,12,19,518,13,1,0,0,0,0
15,11,13,10,0,1,12,9,9,14,19,912,2,1,0,0,0,0
13,11,14,15,7,2712,213,3,2,13,19,922,14,4,0,0,0,0
14,17,14,17,2,10,225,0,0,13,19,554,7,1,0,0,0,0
16,17,15,17,2,1,170,9,8,14,19,206,10,2,0,0,0,0
10,17,13,17,3,2547,79,0,1,13,19,995,7,1,1,0,0,0
15,16,13,16,0,1612,55,9,1,13,19,288,7,1,0,0,0,0
14,11,14,15,0,1,17,8,9,13,19,301,9,2,0,0,0,0
14,17,14,11,7,863,143,4,1,13,19,576,9,6,0,0,21,1
15,16,11,16,0,-1,54,9,1,11,19,433,6,1,0,0,0,0
14,17,14,10,0,1,102,0,9,14,19,529,6,1,1,0,0,0
14,17,13,17,7,5,96,0,0,11,11,964,11,6,0,0,103,1
16,17,13,11,0,2548,55,3,9,11,19,61,19,1,0,0,0,0
14,17,14,15,0,2,218,0,0,13,19,567,19,1,0,0,0,0
14,11,14,11,0,-1,17,0,9,13,19,572,17,1,0,0,0,0
14,17,13,17,7,3,219,7,9,13,19,23,13,6,0,0,0,0
14,17,14,17,2,4,28,7,6,13,19,567,2,3,0,0,0,0
14,17,13,17,5,2,98,7,9,11,19,251,10,1,0,0,0,0
10,17,15,17,4,3,77,7,1,11,19,1452,2,11,0,0,0,0
16,11,13,17,2,-1,96,2,9,11,19,53,5,1,1,0,0,0
14,17,14,10,2,1,97,0,9,14,19,1281,6,1,1,0,0,0
13,17,10,11,0,2,56,3,9,11,19,1372,6,1,1,0,0,0
14,17,14,17,7,9,45,0,6,13,19,638,19,6,0,0,0,0
14,17,14,17,0,-2,102,0,2,13,19,524,7,1,1,0,0,0
11,17,15,11,3,1614,169,0,9,11,19,1438,6,1,1,0,0,0
10,17,13,17,7,0,217,0,9,11,20,866,6,1,0,0,0,0
14,17,14,17,2,3,34,7,9,13,19,670,1,1,0,0,0,0
16,11,14,10,0,2282,166,0,6,13,19,972,7,1,1,0,0,0
15,16,10,16,0,-7,96,0,1,11,19,1436,6,1,1,0,0,0
14,11,14,15,7,8,28,0,2,13,19,356,2,5,0,0,0,0
16,17,14,17,2,3,19,9,1,13,19,882,11,5,0,0,0,0
14,17,14,17,2,1541,112,0,9,11,19,615,7,1,1,0,0,0
16,17,15,12,4,1,171,9,1,11,19,1393,10,1,0,0,0,0
14,17,14,17,7,1674,80,0,3,13,19,798,10,3,0,0,0,0
10,17,13,17,5,4,14,7,6,13,19,873,1,7,0,0,0,0
11,17,13,17,4,3,142,7,6,11,11,1482,10,1,0,0,0,0
14,17,14,17,7,0,14,0,6,13,2,603,11,1,0,0,0,0
14,17,14,17,2,7,42,4,9,12,19,548,11,1,0,0,0,0
14,17,14,11,0,5,118,2,2,13,19,513,16,1,0,0,102,1
16,11,13,12,0,1726,169,0,0,11,19,1335,7,1,1,0,0,0
15,16,11,16,0,-1,42,9,1,11,19,1475,6,1,1,0,0,0
10,17,16,17,7,2128,54,3,1,13,19,989,14,1,0,0,0,0
14,11,13,11,0,0,96,9,9,11,19,81,16,1,0,0,99,1
14,11,14,15,0,2478,45,6,6,13,19,634,11,1,0,0,0,0
16,17,17,17,4,-1,73,0,0,10,11,97,4,7,0,0,0,0
16,17,15,17,4,3042,161,0,0,13,19,929,10,5,0,0,0,0
14,17,13,17,6,1,212,0,0,13,11,865,21,1,0,0,0,0
16,17,13,17,4,2,161,0,6,11,19,980,7,1,1,0,0,0
14,17,14,17,7,4,43,0,0,13,19,616,2,13,0,0,0,0
15,16,10,10,0,1562,168,0,0,13,19,1326,7,1,1,0,0,0
14,17,12,17,2,0,110,7,9,14,19,859,6,1,1,0,0,0
14,17,14,17,3,2326,111,0,7,13,19,551,7,1,1,0,0,0
14,11,14,17,7,2,14,3,1,13,19,955,3,6,0,0,83,1
14,17,14,11,0,3,165,6,9,13,19,528,10,1,0,0,0,0
16,17,13,17,9,872,168,0,1,11,19,259,7,1,1,0,0,0
14,17,14,17,9,8,89,0,0,14,19,875,2,5,0,0,0,0
11,17,13,12,7,2,54,9,1,11,19,1385,19,3,0,0,0,0
16,17,13,17,4,334,166,0,1,11,20,945,7,1,1,0,71,0
14,15,14,15,0,2431,233,3,9,13,19,1357,14,5,0,0,0,0
14,11,14,11,0,6,16,6,4,13,19,580,11,3,0,0,0,0
14,17,14,17,7,5,8,7,9,13,19,578,10,6,0,0,0,0
16,11,15,17,4,2936,170,8,1,13,19,239,10,2,0,0,0,0
16,17,13,17,7,0,54,9,9,11,19,1495,18,1,0,0,0,0
14,17,14,17,2,1,97,4,9,14,19,1149,6,1,1,0,0,0
15,15,15,12,0,-3,166,0,1,11,19,1375,6,1,1,0,0,0
14,17,13,11,2,3,2,7,6,11,19,503,1,9,0,0,101,1
16,17,15,11,4,6,173,9,1,11,19,1327,10,1,0,0,0,0
16,11,13,10,4,941,170,3,2,11,19,197,10,6,0,0,0,0
16,13,13,13,0,2268,167,0,9,11,19,1007,7,1,1,0,0,0
16,17,13,17,5,3,99,5,9,14,3,285,2,15,0,0,0,0
11,17,13,17,3,2,153,2,9,11,19,600,6,1,1,0,0,0
16,17,13,11,5,2,170,9,9,11,19,1349,6,1,1,0,0,0
14,17,16,17,7,5,171,0,0,13,19,522,2,3,0,0,0,0
14,17,15,17,5,0,98,1,1,11,19,275,13,7,0,0,0,0
14,17,16,11,3,3,52,0,9,11,2,949,6,1,1,0,0,0
14,11,14,15,0,8,43,9,1,13,19,862,14,12,0,0,0,0
16,17,13,15,4,2626,193,9,1,11,19,947,20,5,0,0,0,0
16,13,15,11,2,352,168,0,9,11,19,1346,6,1,1,0,0,0
14,15,14,15,0,1327,50,0,0,13,19,845,17,1,0,0,0,0
14,17,16,17,7,15,57,0,1,13,19,571,16,3,0,0,0,0
14,17,13,17,7,2,69,0,5,11,2,988,3,15,0,0,0,0
15,11,11,13,0,1745,45,0,0,13,19,814,7,1,1,0,0,0
16,11,15,13,4,934,170,9,1,11,19,1312,5,5,0,0,0,0
14,13,14,16,0,2,17,5,9,12,19,1286,16,1,0,0,0,0
15,16,14,16,0,-3,48,3,9,14,19,1367,6,1,1,0,0,0
16,17,13,17,7,900,146,0,7,11,19,939,10,3,0,0,0,0
13,17,14,17,7,473,217,0,7,13,19,779,19,1,0,0,0,0
14,15,14,10,0,2189,217,9,9,13,19,813,7,1,1,0,0,0
14,17,14,17,0,3,23,0,0,13,19,593,3,3,0,0,0,0
14,17,13,17,7,-1,-8,0,0,10,3,1255,5,11,0,0,0,0
14,17,14,17,0,0,18,7,9,10,2,637,19,1,0,0,0,0
14,17,14,17,0,1641,217,0,9,13,19,579,15,1,0,0,0,0
16,17,16,17,3,1743,165,0,0,13,19,990,7,1,0,0,0,0
14,17,14,10,0,643,204,3,9,13,19,619,11,2,0,0,0,0
15,16,13,16,0,5,43,9,6,11,19,319,2,2,0,0,0,0
16,17,13,17,4,7,168,0,0,11,3,1381,6,1,0,0,0,0
15,15,15,16,0,1169,168,0,0,11,19,1413,7,1,1,0,0,0
10,17,13,11,0,0,57,0,9,13,19,766,7,1,1,0,0,0
11,17,13,11,3,4,52,0,1,11,19,925,7,1,1,0,41,1
14,17,13,17,2,-3,67,0,6,10,4,607,3,3,0,0,0,0
13,17,13,11,0,0,98,4,9,11,19,1382,6,1,1,0,0,0
14,17,14,17,0,0,24,6,6,13,19,505,19,1,0,0,0,0
16,17,13,17,4,7,170,2,0,11,19,1348,7,3,0,0,0,0
14,17,14,17,7,978,216,0,0,13,19,933,7,1,0,0,0,0
14,11,13,17,7,2330,18,6,6,13,19,54,10,5,0,0,0,0
16,11,13,10,2,2530,170,9,1,13,19,279,7,2,0,0,0,0
15,16,15,16,0,1,167,9,1,11,19,317,6,1,1,0,0,0
14,15,14,10,0,1779,18,6,9,13,19,590,6,1,1,0,0,0
14,17,14,17,2,1,142,6,9,11,19,51,10,2,0,0,0,0
14,15,17,16,0,-2,97,5,9,14,19,1234,6,1,1,0,0,0
14,17,14,17,7,-1,11,0,0,13,3,605,11,5,0,0,0,0
14,17,13,11,0,1248,54,0,9,11,19,647,11,1,1,0,0,0
16,11,17,11,0,4,44,3,1,11,11,1406,18,1,0,0,0,0
14,17,13,17,2,0,110,0,9,10,2,678,6,1,1,0,0,0
16,15,15,17,0,2297,168,9,1,11,19,1319,5,1,0,0,0,0
16,17,15,13,4,1304,169,0,0,11,19,1365,7,1,1,0,0,0
10,17,13,11,7,6,53,9,1,11,19,70,10,1,0,0,0,0
14,17,14,17,7,2593,43,6,9,13,19,620,20,1,0,0,0,0
16,17,13,17,2,7,81,9,0,11,19,1404,2,1,0,0,0,0
14,17,13,11,2,4,111,7,9,12,19,832,9,1,0,0,0,0
14,11,14,17,3,1251,-3,0,2,13,19,559,7,2,0,0,0,0
10,17,13,17,7,8,59,0,1,11,19,58,2,4,0,0,0,0
14,17,14,17,7,7,25,0,9,13,19,588,18,1,0,0,0,0
14,11,13,17,2,440,128,1,7,13,19,248,10,3,0,0,0,0
15,15,14,10,0,1811,46,3,2,13,19,792,7,1,1,0,0,0
14,17,14,17,0,5,98,0,9,10,19,617,6,1,1,0,0,0
14,11,14,17,0,-2,24,6,9,13,19,586,16,1,1,0,0,0
14,17,14,17,7,3,43,0,6,13,19,578,13,3,0,0,0,0
16,11,15,12,0,-2,44,0,4,11,19,1376,6,1,1,0,0,0
16,11,15,15,0,1660,168,0,0,11,19,1332,7,1,1,0,0,0
16,11,13,17,3,-1,95,7,7,11,19,1282,9,1,0,0,0,0
16,15,10,14,2,2,-3,5,9,14,19,594,9,1,0,0,0,0
15,16,15,10,0,2,99,5,9,14,19,311,6,1,1,0,0,0
14,17,14,10,0,7,99,0,9,10,19,546,6,1,1,0,0,0
10,17,13,11,2,344,136,0,6,11,19,596,7,1,1,0,0,0
14,17,13,17,2,2,98,7,9,14,19,510,11,1,0,0,0,0
14,17,14,17,7,6,17,0,1,13,19,561,11,1,0,0,0,0
14,17,14,17,7,6,8,3,6,13,19,44,1,4,0,0,0,0
14,11,14,17,7,9,207,0,6,13,19,568,11,9,0,0,102,1
16,17,13,17,2,1722,165,0,0,11,19,1225,7,4,0,0,0,0
14,17,13,11,2,0,111,7,9,11,19,70,10,1,0,0,0,0
15,11,15,15,0,6,60,9,9,11,19,1381,10,1,0,0,0,0
14,17,14,17,2,0,106,7,9,13,19,519,14,1,0,0,0,0
15,16,14,16,0,3,97,9,5,14,19,444,6,2,1,0,0,0
14,17,14,17,2,3,35,6,9,13,19,601,14,1,0,0,0,0
10,17,13,11,3,3045,141,9,2,11,19,44,13,6,0,0,0,0
16,16,11,12,0,100,167,9,9,13,19,339,7,2,1,0,0,0
14,17,14,10,0,1566,195,0,5,13,19,586,7,1,1,0,0,0
15,16,15,16,0,1118,169,9,1,11,19,1336,6,1,1,0,0,0
16,17,15,17,4,1245,71,0,0,11,16,964,8,3,0,0,0,0
13,17,14,17,2,-1,198,9,1,13,2,883,6,1,1,0,0,0
